F1,F2,F3,B1,B2,B3,max_formant,smooth_error,time,rel_time,prop_time,id,label,file_name,group,speaker_num,point_heuristic,f0,intensity,optimized,word,stress,dur,pre_word,fol_word,pre_seg,fol_seg,abs_pre_seg,abs_fol_seg,context
361.48576969868446,1226.7354908114712,1997.293108666334,3.633488769673688,3.904663968290833,4.77157463371914,4794.871794871795,0.009611778541870172,2.38274716553288,0.025,0.18656716417910452,0-0-1-0,ow,UT_004,intvr,1,fave,190.60115760314,43.67151869779113,8,okay,2,0.10999999999999988,"",thank,#,K,"",K,initial
628.9986386340618,1378.1595443401911,2359.7458621554906,3.779568708440312,3.7587210992530986,4.424167531854959,4974.358974358975,0.010333673374320158,43.48074616553288,0.025,0.14367816091954025,0-0-125-0,ow,UT_004,intvr,1,fave,-40.88741112718924,46.839639167374344,8,okay,2,0.15000100000000316,"","",#,K,"",K,initial
482.27928156458887,874.9873032286854,1775.3628610738954,3.209116843871727,3.710955953239079,4.944752991636395,4615.384615384615,0.0007655367276007237,47.94074816553288,0.025,0.2976190476190476,0-0-134-0,ow,UT_004,intvr,1,fave,417.2536071401025,42.587675434073056,8,old,1,0.05999800000000022,how,are,#,L,aw,L,initial
473.2493625831785,1420.4487591887025,1946.0852510562192,3.444713232428463,3.840229861661118,4.642042492503285,5153.846153846154,0.003383877202647454,52.28374916553288,0.031000000000000003,0.16847826086956524,0-0-141-0,ow,UT_004,intvr,1,fave,112.9050542078942,42.749990030511405,8,okay,2,0.15999899999999911,"","",#,K,"",K,initial
662.5736709166056,1288.9565860653681,2458.590579616887,3.2465527747898393,2.924318937532247,4.166132123432177,5153.846153846154,0.0010875737360486904,121.03644983446712,0.025,0.16233766233766234,0-0-180-0,ow,UT_004,intvr,1,fave,-6855.968790428649,52.81468334950358,8,ok,1,0.13000499999999704,"","",#,K,"",K,initial
570.838527591266,1062.3374397251448,2561.7456904301234,2.8416746905097456,2.7927700043233354,4.168792133435193,4974.358974358975,0.00030052338721633443,127.65644716553287,0.025,0.20161290322580647,0-0-192-0,ow,UT_004,intvr,1,fave,150.26440004972355,65.10189192792937,8,ok,1,0.09999799999999937,"","",#,K,"",K,initial
631.1239870011398,1373.7648460783007,2568.529985189211,3.4591471899156843,3.3581843905815356,4.100547741953088,5153.846153846154,0.005255760020960974,135.65045083446714,0.033,0.18965517241379312,0-0-214-0,ow,UT_004,intvr,1,fave,-392.97321453632026,57.053608377498016,8,ok,1,0.15000899999998296,"","",#,K,"",K,initial
515.0486218643906,1077.8720657531157,2175.2669928216565,3.396447475066975,3.58110263173483,4.5587888300827775,4974.358974358975,0.0016421783151789053,145.29105783446713,0.025,0.24038461538461536,0-0-235-0,ow,UT_004,intvr,1,fave,192.70677380947032,51.376329986168486,8,okay,2,0.08000200000000746,"","",#,K,"",K,initial
487.5744535514102,879.4306947852566,1666.3976405481344,3.4493894769644684,3.9156522033412737,4.6091706022177075,4794.871794871795,0.004193956795040379,396.0900481655329,0.025,0.20161290322580647,0-0-364-1,ow,UT_004,intvr,1,fave,122.99039799987406,57.03657500704632,8,whole,1,0.10000600000000759,"",gamut,HH,L,HH,L,internal
483.1006354968177,1085.7729393363188,2367.9150282316377,2.859727416903651,3.411939805807532,3.8619327976750166,4974.358974358975,0.0003806245876686133,459.78023616553287,0.033,0.35106382978723405,0-0-424-1,ow,UT_004,intvr,1,fave,97.3751079451641,48.94476070091259,8,going,1,0.07000700000003235,especially,through,G,i,G,i,internal
