param,F1,F2,F3,error,file_name,id,group,label,max_formant,f0,intensity,speaker_num,optimized,word,stress,dur,pre_word,fol_word,pre_seg,fol_seg,abs_pre_seg,abs_fol_seg,context
0,4.428321401767134,5.4128000910799585,5.611507945919587,0.007841787943445738,UT_010,0-0-1-2,intvr,eyF,6230.7692307692305,4.1271956973018815,2.432932972408198,1,4,okay,1,0.1299999999999999,"","",K,#,K,"",final
1,0.08693168032576067,-0.049915194759434796,-0.017701808895819297,0.007841787943445738,UT_010,0-0-1-2,intvr,eyF,6230.7692307692305,-0.03798312116605873,-0.04717993510250267,1,4,okay,1,0.1299999999999999,"","",K,#,K,"",final
2,-0.05548605424429995,-0.010616693265862063,-0.021672765799531736,0.007841787943445738,UT_010,0-0-1-2,intvr,eyF,6230.7692307692305,0.05238410920236358,0.04858065712620652,1,4,okay,1,0.1299999999999999,"","",K,#,K,"",final
3,-0.0024607977470292174,-0.0023175380842817743,0.0005568541685676453,0.007841787943445738,UT_010,0-0-1-2,intvr,eyF,6230.7692307692305,-0.00448989057654936,-0.026495969686547244,1,4,okay,1,0.1299999999999999,"","",K,#,K,"",final
4,-0.0025467211780834122,-0.002422734066055354,0.026107434913352625,0.007841787943445738,UT_010,0-0-1-2,intvr,eyF,6230.7692307692305,0.011434374483149101,0.019567976484004712,1,4,okay,1,0.1299999999999999,"","",K,#,K,"",final
0,4.224821666345296,5.351556185129083,5.570888409730279,0.0016493849470088323,UT_010,0-0-42-0,intvr,eyF,5871.794871794871,3.2040305615993603,2.5839727603935847,1,4,a,1,0.16000000000000014,"",little,#,#,"",L,coextensive
1,0.06266909318314128,-0.020520103370359907,0.009262587385215435,0.0016493849470088323,UT_010,0-0-42-0,intvr,eyF,5871.794871794871,0.014736131542459452,-0.03402549470974087,1,4,a,1,0.16000000000000014,"",little,#,#,"",L,coextensive
2,0.024171936175434783,-0.020969530449479315,-0.006311775836816729,0.0016493849470088323,UT_010,0-0-42-0,intvr,eyF,5871.794871794871,0.004901821112669083,-0.017483111454750636,1,4,a,1,0.16000000000000014,"",little,#,#,"",L,coextensive
3,-0.0029759552984249277,0.0012147132999835515,-0.005224960669441057,0.0016493849470088323,UT_010,0-0-42-0,intvr,eyF,5871.794871794871,-0.0044400568014522634,0.007445225885912399,1,4,a,1,0.16000000000000014,"",little,#,#,"",L,coextensive
4,0.0004253899052705212,-0.011745770041481016,0.00826176006722536,0.0016493849470088323,UT_010,0-0-42-0,intvr,eyF,5871.794871794871,0.0019198378409380212,0.003894839341777312,1,4,a,1,0.16000000000000014,"",little,#,#,"",L,coextensive
0,4.1715703782475595,5.379101588916658,5.5489038103151564,0.0007749386686554987,UT_010,0-0-88-0,intvr,eyF,5871.794871794871,3.3490146015694697,2.5721238365464423,1,4,a,1,0.26000000000000156,"",reading,#,#,"",R,coextensive
1,0.05787040296504901,-0.024919323749836353,-0.013314264511359818,0.0007749386686554987,UT_010,0-0-88-0,intvr,eyF,5871.794871794871,0.20284241080015544,0.04055753322346539,1,4,a,1,0.26000000000000156,"",reading,#,#,"",R,coextensive
2,-0.0030184598778063257,-0.006915546525130347,0.006689542369081932,0.0007749386686554987,UT_010,0-0-88-0,intvr,eyF,5871.794871794871,0.18337861520230817,-0.03906343255072478,1,4,a,1,0.26000000000000156,"",reading,#,#,"",R,coextensive
3,0.02484539817884935,0.002932968395244158,0.0035160166260071787,0.0007749386686554987,UT_010,0-0-88-0,intvr,eyF,5871.794871794871,0.156925943267382,-0.01107066419227646,1,4,a,1,0.26000000000000156,"",reading,#,#,"",R,coextensive
4,-0.0010981301104449435,-0.0007249244131407789,-0.003412490002768048,0.0007749386686554987,UT_010,0-0-88-0,intvr,eyF,5871.794871794871,0.11464666463447648,0.0037299781354338535,1,4,a,1,0.26000000000000156,"",reading,#,#,"",R,coextensive
0,4.6040942922824195,5.367561487473514,5.512338236300592,0.005951088430107911,UT_010,0-0-117-1,intvr,eyF,5871.794871794871,4.346685927142593,2.389503302717691,1,4,way,1,0.0899999999999963,relaxed,"",W,#,W,"",final
1,-0.08283009411574949,-0.04415492878502373,-0.01221282749550343,0.005951088430107911,UT_010,0-0-117-1,intvr,eyF,5871.794871794871,0.08301038614751377,-0.0009919410414577893,1,4,way,1,0.0899999999999963,relaxed,"",W,#,W,"",final
2,0.060843923975926105,-0.015302777016737221,0.00951969992871692,0.005951088430107911,UT_010,0-0-117-1,intvr,eyF,5871.794871794871,0.02198611330877931,0.014387658069829112,1,4,way,1,0.0899999999999963,relaxed,"",W,#,W,"",final
3,0.03761613731516416,-0.007776759352015523,0.021274427785624037,0.005951088430107911,UT_010,0-0-117-1,intvr,eyF,5871.794871794871,-0.007214727615401095,0.0031352378833096888,1,4,way,1,0.0899999999999963,relaxed,"",W,#,W,"",final
4,-0.03485067613581665,-0.005347959518239223,-0.027936852744922067,0.005951088430107911,UT_010,0-0-117-1,intvr,eyF,5871.794871794871,-0.008916173121312543,-0.01813789282866618,1,4,way,1,0.0899999999999963,relaxed,"",W,#,W,"",final
0,4.342830763772248,5.386377413279792,5.618899939225378,0.016751118191168295,UT_010,0-0-216-1,intvr,eyF,6589.74358974359,3.78190314855794,2.4884020876829873,1,4,day,1,0.23999000000000592,typical,"",D,#,D,"",final
1,0.025188303032223032,-0.0680761108469055,-0.010347666136910157,0.016751118191168295,UT_010,0-0-216-1,intvr,eyF,6589.74358974359,0.5172181919741261,0.035114534737462046,1,4,day,1,0.23999000000000592,typical,"",D,#,D,"",final
2,0.029024752014882547,0.0000402439174882542,0.006215285548146286,0.016751118191168295,UT_010,0-0-216-1,intvr,eyF,6589.74358974359,0.0201618150773998,-0.0012382194193229258,1,4,day,1,0.23999000000000592,typical,"",D,#,D,"",final
3,-0.01914349440680364,-0.013730498972444804,0.008060396274590752,0.016751118191168295,UT_010,0-0-216-1,intvr,eyF,6589.74358974359,-0.18977693218145114,0.009029977862824399,1,4,day,1,0.23999000000000592,typical,"",D,#,D,"",final
4,0.0225379273599452,-0.0038323685992935562,0.007263107226750893,0.016751118191168295,UT_010,0-0-216-1,intvr,eyF,6589.74358974359,0.03212477983303326,-0.021035879146821007,1,4,day,1,0.23999000000000592,typical,"",D,#,D,"",final
0,4.5116289411702875,5.269921538678389,5.598238387177153,0.006882843271636115,UT_010,0-0-226-2,intvr,eyF,6051.282051282051,3.7791613427089863,2.6164728794204253,1,4,okay,1,0.16999799999999254,"","",K,#,K,"",final
1,0.08455484312522213,-0.044084871172798835,-0.037057469188798334,0.006882843271636115,UT_010,0-0-226-2,intvr,eyF,6051.282051282051,-0.00693763144924775,0.002400762872569499,1,4,okay,1,0.16999799999999254,"","",K,#,K,"",final
2,0.011861271469070865,0.0335086103862141,-0.0022257453110824032,0.006882843271636115,UT_010,0-0-226-2,intvr,eyF,6051.282051282051,-0.13976953178235568,-0.019156278463761306,1,4,okay,1,0.16999799999999254,"","",K,#,K,"",final
3,-0.05263871630219412,-0.01598760506260209,0.0019673567319692144,0.006882843271636115,UT_010,0-0-226-2,intvr,eyF,6051.282051282051,-0.1489323298121198,0.005207794095668843,1,4,okay,1,0.16999799999999254,"","",K,#,K,"",final
4,-0.011953543522804958,0.008668226351089431,0.0063262804858501154,0.006882843271636115,UT_010,0-0-226-2,intvr,eyF,6051.282051282051,-0.03603984126309001,-0.005432197996933785,1,4,okay,1,0.16999799999999254,"","",K,#,K,"",final
0,4.538040936116508,5.19982287108958,5.505274085549077,0.00007568021137407191,UT_010,0-0-255-2,intvr,eyF,4794.871794871795,NaN,2.598588644209543,1,4,okay,1,0.0700080000000014,"","",K,#,K,"",final
1,-0.02189812387503068,0.003810561759429333,-0.003209183821880787,0.00007568021137407191,UT_010,0-0-255-2,intvr,eyF,4794.871794871795,NaN,0.027272876735797168,1,4,okay,1,0.0700080000000014,"","",K,#,K,"",final
2,0.021445738563669582,-0.007663967784303267,0.008329147707820502,0.00007568021137407191,UT_010,0-0-255-2,intvr,eyF,4794.871794871795,NaN,0.004117553565461174,1,4,okay,1,0.0700080000000014,"","",K,#,K,"",final
3,0.0038662231907620917,0.001572962113556609,-0.0013594772073490594,0.00007568021137407191,UT_010,0-0-255-2,intvr,eyF,4794.871794871795,NaN,0.014139576102655437,1,4,okay,1,0.0700080000000014,"","",K,#,K,"",final
4,-0.0018742786139365397,-0.0021521036495441175,-0.001973947561592533,0.00007568021137407191,UT_010,0-0-255-2,intvr,eyF,4794.871794871795,NaN,-0.000025708841925764503,1,4,okay,1,0.0700080000000014,"","",K,#,K,"",final
0,4.447904262377054,5.240481377204121,5.515324640096964,0.004504273544387949,UT_010,0-0-423-2,intvr,eyF,5512.820512820513,4.295714383732545,2.775101720120444,1,4,okay,1,0.2399899999999775,"","",K,#,K,"",final
1,0.009637908761453515,-0.003059653923872292,-0.007440477360250834,0.004504273544387949,UT_010,0-0-423-2,intvr,eyF,5512.820512820513,0.14265745515754702,0.05329320006648472,1,4,okay,1,0.2399899999999775,"","",K,#,K,"",final
2,-0.04001191139426426,0.009121529374958007,0.004034694906627292,0.004504273544387949,UT_010,0-0-423-2,intvr,eyF,5512.820512820513,-0.02789482651142805,-0.03972989657212715,1,4,okay,1,0.2399899999999775,"","",K,#,K,"",final
3,0.001325321209730681,0.001370568335699568,-0.0011994220722331595,0.004504273544387949,UT_010,0-0-423-2,intvr,eyF,5512.820512820513,-0.08841560077920008,0.0356563223711293,1,4,okay,1,0.2399899999999775,"","",K,#,K,"",final
4,0.009285839399546752,0.010943143974527213,0.008377391579526402,0.004504273544387949,UT_010,0-0-423-2,intvr,eyF,5512.820512820513,0.05975266141365765,-0.009090612080311311,1,4,okay,1,0.2399899999999775,"","",K,#,K,"",final
0,4.2308679381470835,5.310507860751888,5.564660815224527,0.00022506302769301865,UT_010,0-0-457-1,intvr,eyF,5692.3076923076915,3.4028355678662088,2.7003328189302453,1,4,say,1,0.11001599999997325,you,you,S,#,S,Y,final
1,0.05314716562272817,-0.025200969969017394,-0.0050833407698217285,0.00022506302769301865,UT_010,0-0-457-1,intvr,eyF,5692.3076923076915,0.008953408853892232,-0.02550021647503692,1,4,say,1,0.11001599999997325,you,you,S,#,S,Y,final
2,0.005652010926525866,-0.008012542483923853,0.010257649250231243,0.00022506302769301865,UT_010,0-0-457-1,intvr,eyF,5692.3076923076915,0.0013156835978612013,0.004452878707987551,1,4,say,1,0.11001599999997325,you,you,S,#,S,Y,final
3,-0.0003409352889694301,-0.0069926531376560234,0.006161942931988511,0.00022506302769301865,UT_010,0-0-457-1,intvr,eyF,5692.3076923076915,0.00264549656989744,0.0017442076990970001,1,4,say,1,0.11001599999997325,you,you,S,#,S,Y,final
4,0.0013728262425383852,-0.0001750914629678304,0.0037896185427798213,0.00022506302769301865,UT_010,0-0-457-1,intvr,eyF,5692.3076923076915,0.000491945099814918,-0.0001097131659029138,1,4,say,1,0.11001599999997325,you,you,S,#,S,Y,final
0,4.357721068025364,5.301641393404506,5.512223854282052,0.0020120957697690395,UT_010,0-0-695-4,intvr,eyF,5692.3076923076915,3.0953756898006333,2.6091941988211578,1,4,crochet,1,0.21002199999998084,"","",SH,#,SH,"",final
1,0.04588765422889555,-0.03329562817840326,0.0004447454546774108,0.0020120957697690395,UT_010,0-0-695-4,intvr,eyF,5692.3076923076915,0.012262153999799352,0.03982951741273469,1,4,crochet,1,0.21002199999998084,"","",SH,#,SH,"",final
2,-0.014871536759201363,0.023007762981171413,0.016991518276556084,0.0020120957697690395,UT_010,0-0-695-4,intvr,eyF,5692.3076923076915,0.016275448709365037,-0.011697615538929187,1,4,crochet,1,0.21002199999998084,"","",SH,#,SH,"",final
3,0.01476306813902767,0.00673650030021145,0.0037460874025271582,0.0020120957697690395,UT_010,0-0-695-4,intvr,eyF,5692.3076923076915,0.003147597281447645,0.002347536677216565,1,4,crochet,1,0.21002199999998084,"","",SH,#,SH,"",final
4,-0.016389218083443256,0.0007518706369413254,0.0015264093232164177,0.0020120957697690395,UT_010,0-0-695-4,intvr,eyF,5692.3076923076915,0.003358869067124459,0.0061540076675320465,1,4,crochet,1,0.21002199999998084,"","",SH,#,SH,"",final
0,4.341589465176072,5.288037692737948,5.5270357390343685,0.0006423707755494538,UT_010,0-0-722-4,intvr,eyF,4794.871794871795,3.3720198448554903,2.7622269864648423,1,4,crochet,1,0.2799680000000535,to,[bracketed],SH,#,SH,spn,final
1,0.012530788271011298,-0.04666141570345274,-0.011788231233143667,0.0006423707755494538,UT_010,0-0-722-4,intvr,eyF,4794.871794871795,0.006023149755811759,-0.006035831046102065,1,4,crochet,1,0.2799680000000535,to,[bracketed],SH,#,SH,spn,final
2,-0.006712793242812733,-0.01038114639112288,-0.00577796902007516,0.0006423707755494538,UT_010,0-0-722-4,intvr,eyF,4794.871794871795,0.00008319808765717812,-0.019491293718803704,1,4,crochet,1,0.2799680000000535,to,[bracketed],SH,#,SH,spn,final
3,-0.00026595995936149527,-0.006326717743220768,0.0077661916579315066,0.0006423707755494538,UT_010,0-0-722-4,intvr,eyF,4794.871794871795,-0.00047481126205563734,-0.0030944348560020193,1,4,crochet,1,0.2799680000000535,to,[bracketed],SH,#,SH,spn,final
4,-0.0018882373172891237,0.000787861972880538,-0.0019688743737709346,0.0006423707755494538,UT_010,0-0-722-4,intvr,eyF,4794.871794871795,0.0011648067775183073,-0.0038524537071052967,1,4,crochet,1,0.2799680000000535,to,[bracketed],SH,#,SH,spn,final
0,4.4060035544234495,5.314599886092854,5.521308842549516,0.008559533131023218,UT_010,0-0-816-4,intvr,eyF,5871.794871794871,3.2405882871048304,2.568303245790217,1,4,crochet,1,0.23999099999991813,also,"",SH,#,SH,"",final
1,-0.00876765676135769,-0.05333728781509289,0.0061558158938134835,0.008559533131023218,UT_010,0-0-816-4,intvr,eyF,5871.794871794871,-0.003570840732735725,0.09529384834720957,1,4,crochet,1,0.23999099999991813,also,"",SH,#,SH,"",final
