param,F1,F2,F3,error,file_name,id,group,label,max_formant,f0,intensity,speaker_num,optimized,word,stress,dur,pre_word,fol_word,pre_seg,fol_seg,abs_pre_seg,abs_fol_seg,context
0,4.3572962955006584,5.242530148130014,5.48457726516211,0.00011820862131301753,UT_016,0-0-3-1,intvr,ae,5333.333333333333,3.319483399956578,2.6565753337650193,1,7,thank,1,0.050000000000000044,"",you,TH,NG,TH,NG,internal
1,-0.02449288718548474,0.006980672579673946,0.016643507380436927,0.00011820862131301753,UT_016,0-0-3-1,intvr,ae,5333.333333333333,0.008939658852173786,0.011992889186473442,1,7,thank,1,0.050000000000000044,"",you,TH,NG,TH,NG,internal
2,-0.013654750199988177,-0.006830386482006976,0.004507605763182753,0.00011820862131301753,UT_016,0-0-3-1,intvr,ae,5333.333333333333,0.003992060454029334,0.00016440838073705777,1,7,thank,1,0.050000000000000044,"",you,TH,NG,TH,NG,internal
3,-0.001507834368150735,-0.002453075904587008,-0.008148640580523569,0.00011820862131301753,UT_016,0-0-3-1,intvr,ae,5333.333333333333,-0.00005722088985590383,-0.0027277904329513197,1,7,thank,1,0.050000000000000044,"",you,TH,NG,TH,NG,internal
4,-0.003005424324708599,0.006195147518922887,0.0035289157348177883,0.00011820862131301753,UT_016,0-0-3-1,intvr,ae,5333.333333333333,0.001476617848871784,0.00010929633746847855,1,7,thank,1,0.050000000000000044,"",you,TH,NG,TH,NG,internal
0,4.441947001128424,5.138348612007844,5.506341177778184,0.00224467969550784,UT_016,0-0-20-0,intvr,ae,5333.333333333333,3.8196965335222597,2.761542826797023,1,7,as,1,0.23000000000000043,so,you,#,Z,owF,Z,initial
1,0.10718556723317835,-0.006835760604140873,-0.012150536703361055,0.00224467969550784,UT_016,0-0-20-0,intvr,ae,5333.333333333333,0.43919787837573643,0.013002401086159084,1,7,as,1,0.23000000000000043,so,you,#,Z,owF,Z,initial
2,-0.07895747924910777,0.0006683775362077964,0.013748373912449265,0.00224467969550784,UT_016,0-0-20-0,intvr,ae,5333.333333333333,0.15556056904198656,0.01506096136537522,1,7,as,1,0.23000000000000043,so,you,#,Z,owF,Z,initial
3,0.009451028305153826,-0.019665418146696895,0.004525516635488322,0.00224467969550784,UT_016,0-0-20-0,intvr,ae,5333.333333333333,-0.036239204549225024,-0.00025034413804271474,1,7,as,1,0.23000000000000043,so,you,#,Z,owF,Z,initial
4,0.028380348561724868,-0.0005012360525796361,-0.0019278850984736388,0.00224467969550784,UT_016,0-0-20-0,intvr,ae,5333.333333333333,-0.07650367810825531,-0.023213929563244695,1,7,as,1,0.23000000000000043,so,you,#,Z,owF,Z,initial
0,4.553745467941716,5.237587368456132,5.504019500197254,0.000574321624483528,UT_016,0-0-46-0,intvr,ae,5333.333333333333,3.0986804239936103,2.564083622738267,1,7,ask,1,0.1000009999999989,i,you,#,S,ay,S,initial
1,-0.014782741934942743,0.028260007996695244,0.02030560149226149,0.000574321624483528,UT_016,0-0-46-0,intvr,ae,5333.333333333333,0.014775945753549796,0.017154929713617706,1,7,ask,1,0.1000009999999989,i,you,#,S,ay,S,initial
2,0.001611454617894338,-0.0037712564895665272,-0.002958510989537629,0.000574321624483528,UT_016,0-0-46-0,intvr,ae,5333.333333333333,0.007358406649695638,-0.021045875789109436,1,7,ask,1,0.1000009999999989,i,you,#,S,ay,S,initial
3,-0.006383272736608353,0.004738633433982106,0.008608606300300232,0.000574321624483528,UT_016,0-0-46-0,intvr,ae,5333.333333333333,0.002028079291712933,-0.0074803882624415174,1,7,ask,1,0.1000009999999989,i,you,#,S,ay,S,initial
4,-0.005807314704034834,0.006857702654566065,-0.009866506496084915,0.000574321624483528,UT_016,0-0-46-0,intvr,ae,5333.333333333333,-0.0006179194946018145,-0.00847790162403439,1,7,ask,1,0.1000009999999989,i,you,#,S,ay,S,initial
0,4.426016819174398,5.317996716884961,5.545848182386477,0.0022272839338870233,UT_016,0-0-55-0,intvr,ae,4794.871794871795,3.2312438141452144,2.5520117586647757,1,7,and,1,0.18999900000000025,"",also,#,N,"",N,initial
1,-0.024318414956758856,0.03126929445507001,0.007926636161233139,0.0022272839338870233,UT_016,0-0-55-0,intvr,ae,4794.871794871795,0.09241164392676637,-0.07661173095519475,1,7,and,1,0.18999900000000025,"",also,#,N,"",N,initial
