param,F1,F2,F3,error,file_name,id,group,label,max_formant,f0,intensity,speaker_num,optimized,word,stress,dur,pre_word,fol_word,pre_seg,fol_seg,abs_pre_seg,abs_fol_seg,context
0,393.92329696991857,1422.599366937242,2265.306375208695,0.008697283525321748,UT_019,0-0-1-2,intvr,eyF,6948.717948717948,-1372.1950874328613,23.647325846290492,1,3,okay,1,0.27,"","",K,#,K,"",final
1,17.749675040358017,-74.86715124991801,54.949572921240375,0.008697283525321748,UT_019,0-0-1-2,intvr,eyF,6948.717948717948,1694.8691024780273,0.9744251528445892,1,3,okay,1,0.27,"","",K,#,K,"",final
2,8.956889836763764,-26.991876102298367,94.22293548138208,0.008697283525321748,UT_019,0-0-1-2,intvr,eyF,6948.717948717948,-974.7374458312988,-1.5221499181457956,1,3,okay,1,0.27,"","",K,#,K,"",final
3,-1.420542415908499,-27.27636512329323,-45.54961620700241,0.008697283525321748,UT_019,0-0-1-2,intvr,eyF,6948.717948717948,356.74583673477173,-0.14116983616218562,1,3,okay,1,0.27,"","",K,#,K,"",final
4,-5.260808459908324,10.114489202936511,13.382541850893073,0.008697283525321748,UT_019,0-0-1-2,intvr,eyF,6948.717948717948,-66.7359037399292,-0.4907573060693802,1,3,okay,1,0.27,"","",K,#,K,"",final
0,273.27317901290786,1506.1548623559045,1959.2328997591626,0.004521881091515574,UT_019,0-0-37-0,intvr,eyF,6051.282051282051,125.435190773257,27.49504390638146,1,3,a,1,0.5300010000000004,being,"",#,#,NG,"",coextensive
1,11.304627871082715,-61.58946330901512,0.9179469328289083,0.004521881091515574,UT_019,0-0-37-0,intvr,eyF,6051.282051282051,-80.47365833965611,3.3427478362632943,1,3,a,1,0.5300010000000004,being,"",#,#,NG,"",coextensive
2,16.453309549682128,-52.32617715341942,-31.843400009526402,0.004521881091515574,UT_019,0-0-37-0,intvr,eyF,6051.282051282051,65.54344174005269,-1.625583547571153,1,3,a,1,0.5300010000000004,being,"",#,#,NG,"",coextensive
3,-3.165314519117074,32.53870215788153,22.03843935229319,0.004521881091515574,UT_019,0-0-37-0,intvr,eyF,6051.282051282051,-43.17166396557603,0.32714659295876525,1,3,a,1,0.5300010000000004,being,"",#,#,NG,"",coextensive
4,5.88808909834744,-14.269632273502152,-38.36725139289247,0.004521881091515574,UT_019,0-0-37-0,intvr,eyF,6051.282051282051,20.84946229148521,-1.0035471782601186,1,3,a,1,0.5300010000000004,being,"",#,#,NG,"",coextensive
0,285.15007803272937,1415.9680690517791,1771.81708292413,0.0023167087305145315,UT_019,0-0-72-0,intvr,eyF,4974.358974358975,160.12672591055568,31.496586281507653,1,3,a,1,0.4400000000000013,by,reading,#,#,ay,R,coextensive
1,21.24683908440467,-49.51258816497322,-60.552035546192386,0.0023167087305145315,UT_019,0-0-72-0,intvr,eyF,4974.358974358975,58.17101323337682,-0.11719653915996064,1,3,a,1,0.4400000000000013,by,reading,#,#,ay,R,coextensive
2,-3.250884220533322,-8.357331003211836,1.7955382698030784,0.0023167087305145315,UT_019,0-0-72-0,intvr,eyF,4974.358974358975,27.48148772230834,-1.7678020815736772,1,3,a,1,0.4400000000000013,by,reading,#,#,ay,R,coextensive
3,1.6786174932953828,-8.394721160500891,-7.945313347282573,0.0023167087305145315,UT_019,0-0-72-0,intvr,eyF,4974.358974358975,-47.42662276512896,1.6919439302170898,1,3,a,1,0.4400000000000013,by,reading,#,#,ay,R,coextensive
4,-5.888675826759754,-25.321730846468665,-10.803612110742453,0.0023167087305145315,UT_019,0-0-72-0,intvr,eyF,4974.358974358975,-34.89950430486653,2.111658643398645,1,3,a,1,0.4400000000000013,by,reading,#,#,ay,R,coextensive
0,263.9153838506194,1332.9291798027673,1865.518188546795,0.0003573534584122669,UT_019,0-0-121-1,intvr,eyF,5692.3076923076915,82.8881013009846,36.0566418788341,1,3,say,1,0.1100009999999969,you,your,S,#,S,Y,final
1,10.831529990679275,-46.898574147440954,21.17689476812034,0.0003573534584122669,UT_019,0-0-121-1,intvr,eyF,5692.3076923076915,1.9810467027566194,1.3196083192609196,1,3,say,1,0.1100009999999969,you,your,S,#,S,Y,final
2,0.9893794303506037,6.007355884236131,16.832082479136073,0.0003573534584122669,UT_019,0-0-121-1,intvr,eyF,5692.3076923076915,1.1963179954426402,-0.36220251387889935,1,3,say,1,0.1100009999999969,you,your,S,#,S,Y,final
3,-1.5000046868761083,-6.05038038799792,2.9130739334125697,0.0003573534584122669,UT_019,0-0-121-1,intvr,eyF,5692.3076923076915,0.7728519673259295,0.18028065262424953,1,3,say,1,0.1100009999999969,you,your,S,#,S,Y,final
4,-1.7168554210511404,-5.421334729814801,2.180652559226577,0.0003573534584122669,UT_019,0-0-121-1,intvr,eyF,5692.3076923076915,0.7770079056377216,0.3635789212260594,1,3,say,1,0.1100009999999969,you,your,S,#,S,Y,final
0,404.7425953258986,1123.2746168195386,1556.9842512170296,0.0019035807004696681,UT_019,0-0-146-2,intvr,eyF,4794.871794871795,114.17268567997962,26.0245730684164,1,3,okay,1,0.10000599999999338,"","",K,#,K,"",final
1,0.4633347965980226,-14.113518242351166,-14.668721544238537,0.0019035807004696681,UT_019,0-0-146-2,intvr,eyF,4794.871794871795,-51.44148181588389,2.672589315519898,1,3,okay,1,0.10000599999999338,"","",K,#,K,"",final
2,-4.049194302827216,-2.323088135884621,-19.999209819280807,0.0019035807004696681,UT_019,0-0-146-2,intvr,eyF,4794.871794871795,35.79736198321916,-0.7484984807193324,1,3,okay,1,0.10000599999999338,"","",K,#,K,"",final
3,7.112718995651615,16.617882821254568,2.2289755520293317,0.0019035807004696681,UT_019,0-0-146-2,intvr,eyF,4794.871794871795,-16.542133090435527,0.24260172036169347,1,3,okay,1,0.10000599999999338,"","",K,#,K,"",final
4,-6.163608744266114,-15.332942593530541,-3.467087233713184,0.0019035807004696681,UT_019,0-0-146-2,intvr,eyF,4794.871794871795,5.153620407829294,0.011311213829969802,1,3,okay,1,0.10000599999999338,"","",K,#,K,"",final
0,410.6701843579758,1156.4016404429735,1797.5828358395447,0.002387249008247523,UT_019,0-0-187-2,intvr,eyF,5333.333333333333,137.68080138011084,34.44021753439262,1,3,okay,1,0.20999199999999973,"","",K,#,K,"",final
1,0.33505202957809405,-0.28029367533548366,-30.717118602107643,0.002387249008247523,UT_019,0-0-187-2,intvr,eyF,5333.333333333333,-0.26763627555099134,1.8661707211565,1,3,okay,1,0.20999199999999973,"","",K,#,K,"",final
2,-2.3941136274923003,-5.160150985889637,12.796579699098343,0.002387249008247523,UT_019,0-0-187-2,intvr,eyF,5333.333333333333,0.7349712370766213,-0.03748483164894845,1,3,okay,1,0.20999199999999973,"","",K,#,K,"",final
3,-8.206566496611174,-5.372011193882204,-12.894870364297182,0.002387249008247523,UT_019,0-0-187-2,intvr,eyF,5333.333333333333,-3.145792741545762,-0.3446905741352334,1,3,okay,1,0.20999199999999973,"","",K,#,K,"",final
4,0.6614125868334889,-3.6060181315179025,-33.348550694183615,0.002387249008247523,UT_019,0-0-187-2,intvr,eyF,5333.333333333333,0.6347259715942766,-0.3093083548381239,1,3,okay,1,0.20999199999999973,"","",K,#,K,"",final
0,392.490020893155,1224.445239859389,1772.4893413857708,0.00048406532935721955,UT_019,0-0-279-2,intvr,eyF,5692.3076923076915,387.42404588248206,34.55485826548568,1,3,okay,1,0.08999599999998509,"","",K,#,K,"",final
1,-13.059010153699584,25.43237029689596,13.642591304023263,0.00048406532935721955,UT_019,0-0-279-2,intvr,eyF,5692.3076923076915,-16.664885812140948,1.0641254883052262,1,3,okay,1,0.08999599999998509,"","",K,#,K,"",final
2,-3.2158733766482444,-6.417394134426404,-5.261899747475396,0.00048406532935721955,UT_019,0-0-279-2,intvr,eyF,5692.3076923076915,-4.358041304819582,-0.19939366816400916,1,3,okay,1,0.08999599999998509,"","",K,#,K,"",final
3,-4.962202561964342,7.31787326230841,5.266839104185315,0.00048406532935721955,UT_019,0-0-279-2,intvr,eyF,5692.3076923076915,-5.450792222016148,0.035258265339961445,1,3,okay,1,0.08999599999998509,"","",K,#,K,"",final
4,-7.878440455288173,-15.27797864233875,-15.729872088552384,0.00048406532935721955,UT_019,0-0-279-2,intvr,eyF,5692.3076923076915,-7.104121714912408,0.1591257916558675,1,3,okay,1,0.08999599999998509,"","",K,#,K,"",final
0,296.8800973772652,1269.833282831876,1789.6951492570465,0.00043741987981431806,UT_019,0-0-502-1,intvr,eyF,4794.871794871795,100.92197596956623,34.6190579877063,1,3,say,1,0.11004600000001119,you,has,S,#,S,HH,final
1,8.338089196431708,-54.442644062007794,-23.598589935379074,0.00043741987981431806,UT_019,0-0-502-1,intvr,eyF,4794.871794871795,-0.20387356884015298,1.1016123264723001,1,3,say,1,0.11004600000001119,you,has,S,#,S,HH,final
2,-5.259409071952324,11.811305769613798,29.503144544216607,0.00043741987981431806,UT_019,0-0-502-1,intvr,eyF,4794.871794871795,-0.7214474450972723,0.4639647680587258,1,3,say,1,0.11004600000001119,you,has,S,#,S,HH,final
3,2.1269854307718186,-15.845627390416235,15.08250276015341,0.00043741987981431806,UT_019,0-0-502-1,intvr,eyF,4794.871794871795,0.10939385789006126,-0.17199906152383093,1,3,say,1,0.11004600000001119,you,has,S,#,S,HH,final
4,-0.8714463041359384,7.915919951999558,15.442466133376836,0.00043741987981431806,UT_019,0-0-502-1,intvr,eyF,4794.871794871795,0.3370399212549969,-0.5639536357748529,1,3,say,1,0.11004600000001119,you,has,S,#,S,HH,final
0,399.3224291949364,1195.8402620339734,1687.3572026170787,0.005067528691010558,UT_019,0-0-549-2,intvr,eyF,4615.384615384615,231.07848193891084,28.704418731572442,1,3,ok,1,0.23999100000003182,"","",K,#,K,"",final
1,20.136152773667416,-32.69158160375062,-34.004978797520465,0.005067528691010558,UT_019,0-0-549-2,intvr,eyF,4615.384615384615,90.4632850016132,2.274056431722571,1,3,ok,1,0.23999100000003182,"","",K,#,K,"",final
2,1.0713858719609428,2.3276340617189377,-28.224885720950127,0.005067528691010558,UT_019,0-0-549-2,intvr,eyF,4615.384615384615,-7.217287091588503,-1.0165286380651457,1,3,ok,1,0.23999100000003182,"","",K,#,K,"",final
3,-8.731994549458763,10.139576759826541,-1.2746895857785137,0.005067528691010558,UT_019,0-0-549-2,intvr,eyF,4615.384615384615,-56.20841880528212,0.20701732203932538,1,3,ok,1,0.23999100000003182,"","",K,#,K,"",final
4,7.824464847009239,9.25437553663885,10.61090756561186,0.005067528691010558,UT_019,0-0-549-2,intvr,eyF,4615.384615384615,-43.064034627858405,-0.3333364938572858,1,3,ok,1,0.23999100000003182,"","",K,#,K,"",final
0,335.0080412629608,1202.351611181939,1720.9026022101268,0.00029196448386957865,UT_019,0-0-573-1,intvr,eyF,5333.333333333333,312.63804070537276,28.41826904236121,1,3,say,1,0.07000800000002982,to,that,S,#,S,DH,final
